question,source,retrieved_doc_ids
"Who is the Applied Data Science Program Leader of the University Centre for Data Science and an internationally recognised expert in data mining, text mining, and web intelligence?",['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What research management positions did David hold before joining QUT?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
Who is the Senior Lecturer in Interaction Design at the Queensland University of Technology leading the 'Design Robotics for Mass Customised Manufacturing' research project with industry partner UAP?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
Who is the Associate Director of the QUT Design Lab and what is his area of expertise?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What is the title of the bestselling textbook written by Professor Greg Hearn?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What are Dr. Chris Lehnert's research interests and focus within the Robotics and Autonomous Systems group at QUT?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What is Dr. Rui Torres de Oliveira's expertise and academic background?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What is Felipe Gonzalez's area of expertise and passion within the School of Electrical Engineering and Robotics at QUT?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What is Dr. Tim Williams' background and expertise in the field of design?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['ARM Hub Concept Design Workshops Proposal Final.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What are Dr. Ajay Pandey's research interests and major research projects?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What is Professor Marek Kowalkiewicz's role and expertise within QUT's Centre for A Waste Free World and Scientific Reports?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What is Professor Chen's educational background and previous positions held in the field of chemical engineering?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Junhong Chen - Lead App Developer - AppDev.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
Who is the Director of the ARC Industry Transformation Research Hub for Advanced Manufacturing of Medical Devices and the Chief Technology Officer for the Defence Materials Technology Centre?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'MS 1. System Requirements  CONOPS Report Final V1.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'DRAFT MS 2. System Design Report 201223.docx.pdf']"
Who is the Co-Director of the Centre for Advanced Materials Processing and Manufacturing with expertise in advanced composite materials & processes and new product development?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'MS 1. System Requirements  CONOPS Report Final V1.pdf']"
What is the current research focus of Professor Craig Baillie at the University of Southern Queensland?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What is the role of Prof. Viljoen as the inaugural BHP Mitsubishi Alliance Chair of Automation and Future Work Skills at CQUniversity?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What is Dr. Lasitha Piyathilaka's educational background and professional experience in the field of robotics and engineering?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What are Dr. Preethi Preethichandra's research interests and academic position at CQ University of Australia?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What has Grace's work in the area of design for disability provided her with?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What are David Howard's key interests and areas of work as a Senior Research Scientist at CSIRO?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
Who is the PI for the CSIRO Data61 team competing in the DARPA SubT Challenge?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What role does Simon hold in addition to his role at CSIRO?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
What is Chris's educational background and professional experience?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
Who is Roozbeh Derakhshan and what expertise does he bring to the team?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What was Amelia's role before joining ARM Hub and what project was she involved in?,['Biographies_Digital Capability Experts_v4_cl.docx.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'MS 1. System Requirements  CONOPS Report Final V1.pdf']"
What does this document detail regarding the preliminary work undertaken by the ARM Hub staff?,['CLS01 Preliminary Work Report.docx.pdf'],"['BRII - Figure 1 Initial System Architecture Concept.docx.pdf', '20220825_Energy info audit brief_v1.docx.pdf', 'YGCC Project Plan.docx.pdf', 'MS 1. System Requirements  CONOPS Report Final V1.pdf']"
What is the focus of the Dual Robot Control Framework validation?,['CLS01 Preliminary Work Report.docx.pdf'],"['Consolidated Linen Project Report.docx.pdf', '20221024_REP_CLS01 Final Report (1).pdf', '20221024_REP_CLS01 Final Report.pdf', 'BRII Draft Application OLD.docx (1).pdf']"
What were the key activities conducted during the experimentation phase in the first report?,['CLS01 Preliminary Work Report.docx.pdf'],"['CLS01 Preliminary Work Report.docx.pdf', 'BRII Draft Application OLD.docx (1).pdf', 'BRII Draft Application OLD.docx.pdf', 'YGCC Project Plan.docx.pdf']"
What was the priority in terms of throughput for the client?,['CLS01 Preliminary Work Report.docx.pdf'],"['Consolidated Linen Project Report.docx.pdf', 'CLS01 Preliminary Work Report.docx.pdf', 'CLS01 Preliminary Work Report.docx.pdf', 'Design requirments.docx.pdf']"
What feedback did the client provide about the systems used for towel manipulation and stretching?,['CLS01 Preliminary Work Report.docx.pdf'],"['CLS01 Preliminary Work Report.docx.pdf', '20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf', '20221024_REP_CLS01 Final Report.pdf']"
What approach would involve using a single robotic arm to implement the unfolding algorithm for towels?,['CLS01 Preliminary Work Report.docx.pdf'],"['CLS01 Preliminary Work Report.docx.pdf', '20221024_REP_CLS01 Final Report (1).pdf', '20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf']"
What are the advantages and disadvantages of the project focusing on finding the highest performing combination of existing technologies?,['CLS01 Preliminary Work Report.docx.pdf'],"['Consolidated Linen Project Report.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'BRII Draft Application OLD.docx.pdf', 'BRII Draft Application OLD.docx (1).pdf']"
What are the advantages and disadvantages of implementing a custom robot for the project described in the paragraph?,['CLS01 Preliminary Work Report.docx.pdf'],"['Consolidated Linen Project Report.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'Project Plan.docx.pdf']"
What key questions will ARM Hub ask during their site visit to the CLS site at Hervey Bay?,['CLS01 Preliminary Work Report.docx.pdf'],"['20210118_note_Everhard Site Visit.docx.pdf', 'CLS01 Preliminary Work Report.docx.pdf', 'ATTACHMENT 1 ARM Hub Flyer.pdf', 'BRII Draft Application OLD.docx.pdf']"
What are the benefits of partnership with the Plastic Waste CRC and how do they contribute to Kmart's initiatives?,['CRC-P Kmart Benefits_v2.docx.pdf'],"['CRC-P Kmart Benefits_v2.docx.pdf', '20210118_note_Everhard Site Visit.docx.pdf', 'CRCP Partner Declaration Form_3D Concrete Printing_23022021.docx.pdf', 'MIQ Grant Application CS.docx.pdf']"
What is the validation process mentioned in the Consolidated Linen Project Report for the 'thing working at all (mandrel)'?,['Consolidated Linen Project Report.docx.pdf'],"['Consolidated Linen Project Report.docx.pdf', 'CLS01 Preliminary Work Report.docx.pdf', 'AS+4024.1502-2006 - Current 2015 ammend.pdf', '20221024_REP_CLS01 Final Report (1).pdf']"
"What was the purpose of the Hervey Bay Site Visit from October 6 to October 7, 2021?",['Consolidated Linen Project Report.docx.pdf'],"['20210118_note_Everhard Site Visit.docx.pdf', 'ARM Hub_MTI Site Visit.docx.pdf', 'YGCC workshop invite.docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf']"
What is the aim of the project described in the paragraph?,['Consolidated Linen Project Report.docx.pdf'],"['BRII Draft Application OLD.docx (1).pdf', 'BRII Draft Application OLD.docx.pdf', 'MIQ Grant Application CS.docx.pdf', 'MIQ Grant Application CS.docx.pdf']"
What are the two separate systems developed by Jensen Group for automating the towel unfolding task?,['Consolidated Linen Project Report.docx.pdf'],"['20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf', '20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf']"
What method is outlined in the paper for collecting training data of a towel with green painted edges using a RGB and depth camera?,['Consolidated Linen Project Report.docx.pdf'],"['Consolidated Linen Project Report.docx.pdf', '20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf']"
What experiment was set up to determine whether it was possible to flatten a towel with a single robotic arm?,['Consolidated Linen Project Report.docx.pdf'],"['20221024_REP_CLS01 Final Report (1).pdf', '20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf', '20221024_REP_CLS01 Final Report.pdf']"
How did the robot transform the towel from a triangular shape to a rectangular shape?,['Consolidated Linen Project Report.docx.pdf'],"['20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf', '20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf']"
"What can be used to determine if a corner is ""real"" in the context of the towel hanging scenario described in the paragraph?",['Consolidated Linen Project Report.docx.pdf'],"['Consolidated Linen Project Report.docx.pdf', '20221024_REP_CLS01 Final Report.pdf', '20221024_REP_CLS01 Final Report (1).pdf', '20221024_REP_CLS01 Final Report.pdf']"
